what,kind,bundleId,bundleVersion,description,time
locale,sysinfo,,,en_IN,1.61945E+12
processors,sysinfo,,,8,1.61945E+12
java.runtime.name,sysinfo,,,Java(TM) SE Runtime Environment,1.61945E+12
java.runtime.version,sysinfo,,,1.6.0_45-b06,1.61945E+12
java.specification.name,sysinfo,,,Java Platform API Specification,1.61945E+12
java.specification.vendor,sysinfo,,,Sun Microsystems Inc.,1.61945E+12
java.specification.version,sysinfo,,,1.6,1.61945E+12
java.vendor,sysinfo,,,Sun Microsystems Inc.,1.61945E+12
java.version,sysinfo,,,1.6.0_45,1.61945E+12
java.vm.info,sysinfo,,,mixed mode,1.61945E+12
java.vm.name,sysinfo,,,Java HotSpot(TM) 64-Bit Server VM,1.61945E+12
java.vm.specification.name,sysinfo,,,Java Virtual Machine Specification,1.61945E+12
java.vm.specification.vendor,sysinfo,,,Sun Microsystems Inc.,1.61945E+12
java.vm.specification.version,sysinfo,,,1,1.61945E+12
java.vm.vendor,sysinfo,,,Sun Microsystems Inc.,1.61945E+12
java.vm.version,sysinfo,,,20.45-b01,1.61945E+12
started,bundle,org.springframework.ide.eclipse.ui,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.ui,1.61945E+12
started,bundle,org.springframework.ide.eclipse.beans.ui,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.beans.ui,1.61945E+12
started,bundle,org.springframework.ide.eclipse.core,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.core,1.61945E+12
started,bundle,org.springframework.ide.eclipse.beans.core,2.9.2.201205070117-RELEASE,org.springframework.ide.eclipse.beans.core,1.61945E+12
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,org.eclipse.ltk.core.refactoring,1.61945E+12
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,org.eclipse.ltk.ui.refactoring,1.61945E+12
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,org.eclipse.jdt.ui.CompilationUnitEditor,1.61945E+12
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,org.eclipse.jdt.ui.CompilationUnitEditor,1.61945E+12
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,org.eclipse.ui.file.save,1.61945E+12
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,,1.61945E+12
